commentRate,productRate,starRate,stt,timeRate,userRate
"N\u1ebfu c\u01a1m ngon, gi\u1eef n\u00f3ng c\u0169ng \u1ed5n h\u01a1n n\u1ed3i c\u01a1 c\u0169 (n\u1ed3i c\u01a1). Dung t\u00edch to \u0111\u1ee7 nh\u00e0 4-5 ng\u01b0\u1eddi.\nL\u00f2ng n\u1ed3i b\u1eb1ng gang n\u1eb7ng, r\u1ea5t ch\u1eafc v\u00e0 l\u1edbp ch\u1ed1ng d\u00ednh nh\u00ecn c\u0169ng b\u1ec1n. T\u1ea5t nhi\u00ean l\u00e0 \u0111\u1ec3 x\u00e0i th\u1eddi gian coi sao.\n\n\u0110\u00e2y l\u00e0 m\u1eabu n\u1ed3i c\u01a1m \u0111i\u1ec7n t\u1eed \u1ed5n nh\u1ea5t trong t\u1ea7m gi\u00e1, m\u00ecnh c\u0169ng tham kh\u1ea3m nhi\u1ec1u tr\u00ean c\u00e1c forum r\u1ed3i m\u1edbi mua.\nTiki b\u00e1n gi\u00e1 t\u1ed1t h\u01a1n \u0111i\u1ec7n m\u00e1y, \u0111\u00f3ng g\u00f3i k\u1ef9 v\u00e0 giao h\u00e0ng 2h r\u1ea5t nhanh.\n\nV\u1ea5n \u0111\u1ec1 duy nh\u1ea5t l\u00e0 n\u1ea5u r\u1ea5t l\u00e2u, t\u1ea7m 30p m\u1edbi b\u1eaft \u0111\u1ea7u s\u00f4i, 45-50p m\u1edbi xong. C\u00e1i n\u00e0y l\u00e0 khuy\u1ebft \u0111i\u1ec3m chung c\u1ee7a n\u1ed3i \u0111i\u1ec7n t\u1eed r\u1ed3i, b\u00f9 l\u1ea1i nhi\u1ec1u ch\u1ee9c n\u0103ng h\u01a1n. B\u1ea1n n\u00e0o mua c\u00e2n nh\u1eafc k\u1ef9 nh\u00e9",634778,5,21,1548478082,L\u00ea Qu\u1ed1c Nam
tiki n\u1ed9i c\u01a1m r\u1ea5t \u0111\u1eb9p v\u1eeba \u00fd l\u1eafm lu\u00f4n \ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude01\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude09\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00\ud83d\ude00,634778,5,22,1577789376,V Liu
M\u00ecnh m\u1edbi mua n\u1ed3i c\u01a1m \u0111i\u1ec7n n\u00e0y \u0111\u01b0\u1ee3c 2 tu\u1ea7n th\u00ec gi\u1edd n\u1ea5u c\u01a1m t\u1ef1 nhi\u00ean kh\u00f4ng ch\u00edn. G\u1ecdi \u0111i\u1ec7n l\u00ean t\u1ed5ng \u0111\u00e0i r\u1ea5t nhi\u1ec1u l\u1ea7n nh\u01b0ng kh\u00f4ng n\u1ed1i m\u00e1y \u0111\u01b0\u1ee3c. \u0110em t\u1edbi n\u01a1i \u0111\u1ecba ch\u1ec9 b\u1ea3o h\u00e0nh c\u1ee7a toshiba th\u00ec h\u1ecd b\u1ea3o do mua t\u1eeb tiki n\u00ean ph\u1ea3i ki\u1ec3m tra l\u1ea1i ngu\u1ed3n g\u1ed1c r\u1ed3i b\u00e1o l\u1ea1i sau. R\u1ea5t m\u1ea5t th\u1eddi gian v\u00e0 c\u00f4ng s\u1ee9c! Bi\u1ebft v\u1eady mua tr\u1ef1c ti\u1ebfp t\u1ea1i c\u1eeda h\u00e0ng v\u1eeba \u0111\u01b0\u1ee3c b\u1ea3o h\u00e0nh nhanh v\u1eeba ti\u1ec7n l\u1ee3i \u0111\u1ee1 m\u1ea5t th\u1eddi gian.,634778,1,23,1577104042,Giang V\u0129nh Nguy\u00ean
"M\u00ecnh \u0111\u00e3 mua 2 n\u1ed3i cho \u00f4ng b\u00e0 n\u1ed9i ngo\u1ea1i, v\u00ec nh\u00e0 m\u00ecnh \u0111\u00e3 d\u00f9ng n\u1ed3i n\u00e0y 10 n\u0103m r\u1ed3i.\n_\u0110i\u1ec3m c\u1ed9ng: L\u00f2ng n\u1ed3i d\u1ea7y h\u01a1n m\u00e3 c\u0169, th\u00eam ch\u1ee9c n\u0103ng n\u01b0\u1edbng b\u00e1nh.\n_ \u0110I\u1ec3m tr\u1eeb: n\u00fat \u1ea5n kh\u00f4ng nh\u1ea1y nh\u01b0 m\u00e3 c\u0169, n\u00ean b\u1ea5m ph\u1ea3i \u0111\u1ec3 \u00fd.\n C\u01a1 b\u1ea3n th\u00ec d\u00f9ng kh\u00e1 \u1ed5n. N\u1ed3i c\u0169 nh\u00e0 m\u00ecnh d\u00f9ng 10 n\u0103m m\u00e0 l\u00f5i n\u1ed3i ch\u01b0a b\u1ecb x\u01b0\u1edbc.",634778,5,24,1573790148,T\u1eeb Phi B\u00e3o
"N\u1ed3i n\u1ea5u c\u01a1m ngon, giai \u0111o\u1ea1n \u0111\u1ea7u n\u1ea5u c\u01a1m n\u1ed3i \u1edf ch\u1ebf \u0111\u1ed9 ng\u00e2m g\u1ea1o trong n\u01b0\u1edbc \u1ea5m d\u01b0\u1edbi 45 \u0111\u1ed9 C gi\u00fap n\u01b0\u1edbc th\u1ea5m s\u00e2u v\u00e0o l\u00f5i h\u1ea1t g\u1ea1o, l\u00e0m h\u1ea1t g\u1ea1o ch\u00edn \u0111\u1ec1u khi \u0111\u01b0\u1ee3c gia nhi\u1ec7t. C\u00e1c ph\u00edm b\u1ea5m c\u1ee7a n\u1ed3i c\u00f3 h\u1ed7 tr\u1ee3 cho ng\u01b0\u1eddi khi\u1ebfm th\u1ecb, n\u1eafp trong c\u1ee7a n\u1ed3i c\u00f3 kh\u1ea3 n\u0103ng gi\u1eef h\u01a1i n\u01b0\u1edbc \u0111\u1ecdng l\u1ea1i, ch\u1ed1ng ch\u1ea3y xu\u1ed1ng l\u00f2ng n\u1ed3i.",634778,5,25,1543940076,Nguy\u1ec5n Nga
M\u00ecnh \u0111\u1eb7t mua s\u1ea3n ph\u1ea9m n\u00e0y h\u1ed3i 12.5.2019. \u0110\u1ebfn x\u00e0i \u0111\u01b0\u1ee3c 5 th\u00e1ng l\u00fac th\u00ec n\u1ea5u c\u01a1m kh\u00f4ng ch\u00edn nh\u01b0ng m\u00ecn b\u1ea5m n\u1ea5u \u0111\u1ea1i th\u00ec n\u1ea5u b\u00ecnh th\u01b0\u1eddng. H\u00f4m nay b\u1ea5m n\u00fat n\u1ea5u th\u00ec 5 ph\u00fat sau t\u1eaft b\u00e1o f2 kh\u00f4ng v\u00f4 \u0111i\u1ec7n kh\u00f4g n\u1ea5u \u0111\u01b0\u1ee3c lu\u00f4n. C\u00f3 g\u1ecdi t\u1ed5ng \u0111\u00e0i nh\u1edd h\u1ed7 tr\u1ee3 th\u00ec t\u1ed5ng \u0111\u00e0i k\u00eau ch\u1edd k\u1ef9 thu\u1eadt g\u1ecdi. Nh\u01b0ng m\u00ecnh c\u0169ng ch\u01b0a th\u1ea5y. R\u1ea5t th\u00edch Tiki nh\u01b0ng qua th\u1eddi gian d\u1ecbch v\u1ee5 kh\u00f4ng c\u00f2n t\u1ed1t nh\u01b0 tr\u01b0\u1edbc n\u1eefa. Hi v\u1ecdng Tiki s\u01a1m gi\u1ea3i quy\u1ebft gi\u00fap tr\u01b0\u1eddng h\u1ee3p c\u1ee7a m\u00ecnh. Thanks,634778,2,26,1570710943,B\u00f9i Th\u1ecb Thanh H\u01b0\u01a1ng
"N\u1ed3i n\u1ea5u kh\u00e1 l\u00e2u, b\u00ecnh th\u01b0\u1eddng n\u1ed3i c\u01a1 n\u1ea5u 30ph n\u1ed3i n\u00e0y ph\u1ea3i 1 ti\u1ebfng. Menu kh\u00e1 ph\u1ee9c t\u1ea1p kh\u00f4ng c\u00f3 ti\u1ebfng vi\u1ec7t. N\u1ea5u th\u00ec khi \u0111\u01b0\u1ee3c khi kh\u00f4ng, l\u00fac ch\u00edn l\u00fac th\u00ec c\u01a1m ch\u01b0a ch\u00edn t\u1ef1 chuy\u1ec3n qua ch\u1ebf \u0111\u1ed9 h\u00e2m. Gi\u1edd h\u1ebft b\u1ea3o h\u00e0nh r\u1ed3i ch\u1eafc nghi\u00ean c\u1ee9u quay l\u1ea1i n\u1ed3i c\u01a1 cho l\u00e0nh",634778,1,27,1590049560,Nguy\u1ec5n V\u0103n Trung Hi\u1ebfu
m\u1eabu m\u00e3 \u0111\u1eb9p giao h\u00e0ng nhanh m\u00e1y ch\u1ea1y \u00eam n\u00f3i chung l\u00e0 h\u00e0i l\u00f2ng v\u1edbi s\u1ed1 ti\u1ec1n b\u1ecf ra,40960143,5,26,1606787007,B\u1ea5t \u0110\u1ed9ng S\u1ea3n Ho\u00e0ng Nam
"Giao h\u00e0ng r\u1ea5t nhanh, \u0111\u00f3ng h\u00e0ng c\u1ea9n th\u1eadn, ch\u1ea5t l\u01b0\u1ee3ng h\u00e0ng cho \u0111\u1ebfn l\u00fac n\u00e0y ( kho\u1ea3ng 2 tu\u1ea7n s\u1eed d\u1ee5ng) l\u00e0 r\u1ea5t \u1ed5n \u0111\u1ecbnh v\u00e0 \u00eam.",40960143,5,27,1608361562,V\u0169 L\u00ea Hi\u1ebfu
"Lu\u0301c mua la\u0300 279k, 1 nga\u0300y sau no\u0301 l\u00ean 299k, may gh\u00ea :))\nba\u0300n u\u0309i no\u0301ng nhanh, t\u01b0\u0323 \u0111\u00f4\u0323ng ng\u0103\u0301t khi \u0111u\u0309 no\u0301ng, nhe\u0323, v\u01b0\u0300a tay, m\u00e2\u0303u na\u0300y h\u00f4\u0300i x\u01b0a me\u0323 hay du\u0300bg, gi\u01a1\u0300 kh\u00f4ng ng\u01a1\u0300 co\u0300n ba\u0301n, m\u00e2\u0303u na\u0300y basic ma\u0300 b\u00ea\u0300n.\nNh\u01b0ng u\u0309i 1 h\u00f4\u0300i no\u0301 di\u0301nh ca\u0301i gi\u0300 \u0111en \u0111en tr\u00ean m\u0103\u0323t ba\u0300n u\u0309i, chu\u0300i kh\u00f4ng ra.",392067,5,17,1559728467,Oanh Pham
"Thi\u1ebft k\u1ebf nh\u1ecf g\u1ecdn d\u1ec3 c\u1ea7m, h\u1ed3i m\u1edbi \u0111\u1ea7u nh\u00ecn h\u00ecnh m\u00ecnh t\u01b0\u1edfng l\u00e0 b\u00e0n \u1ee7i h\u01a1i to v\u00e0 th\u00f4, nh\u01b0ng khi nh\u1eadn \u0111\u01b0\u1ee3c th\u00ec th\u1ea5y nh\u1ecf g\u1ecdn, nh\u1eb9 n\u1eefa. \u1ee7i \u0111\u1ed3 th\u1ea5y tho\u1ea3i m\u00e1i. C\u00f3 nhi\u1ec1u ch\u1ebf \u0111\u1ed9 \u1ee7i cho t\u1eebng lo\u1ea1i v\u1ea3i kh\u00e1c nhau. N\u00f3ng nhanh. \nn\u00f3i chung l\u00e0 m\u00ecnh th\u1ea5y v\u1edbi t\u1ea7m gi\u00e1 n\u00e0y th\u00ec d\u00f9ng \u0111\u01b0\u1ee3c, kh\u00e1 t\u1ed1t.",392067,4,18,1560739717,V\u0169 Th\u00f9y Trinh
"V\u1edbi gi\u00e1 n\u00e0y th\u00ec chi\u1ebfc b\u00e0n \u1ee7i n\u00e0y kh\u00e1 ho\u00e0n h\u1ea3o. M\u1eb7c d\u00f9 ban \u0111\u1ea7u c\u1ea7m kh\u00f4ng th\u1ea5y ch\u1eafc tay l\u1eafm, nh\u01b0ng \u1ee7i r\u1ea5t m\u01b0\u1ee3t, l\u00e0m n\u00f3ng c\u0169ng nhanh. Tiki giao nhanh, \u0111\u00fang gi\u1edd. \n\u0110i\u1ec3m tr\u1eeb l\u00e0 ph\u1ea7n s\u1eaft \u0111\u1ebf b\u00e0n \u1ee7i ph\u00eda tr\u00ean kh\u00f4ng c\u00f3 bao b\u1ecdc, d\u1ec5 g\u00e2y b\u1ecfng n\u00ean c\u1ea7n c\u1ea9n th\u1eadn khi \u1ee7i.",392067,5,19,1573101015,S\u00e2u
R\u1ea5t h\u00e0i l\u00f2ng. H\u00e0ng n\u00e0y lu\u00f4n t\u1ed1t. khi mua b\u00e0n \u1ee7i \u0111\u1ed3 gia d\u1ee5ng c\u1ee9 ch\u1ecdn ch\u00ednh h\u00e3ng m\u00e0 mua \u0111\u1eebng th\u1eed h\u00e3ng l\u1ea1 m\u1eafc c\u00f4ng \u0111\u1ed5i tr\u1ea3. Tuy nhi\u00ean m\u1ecdi ng l\u01b0u \u00fd khi ch\u1ecdn ch\u1ebf \u0111\u1ed9 nhi\u1ec7t nh\u00e9 nh\u1ea5t l\u00e0 v\u1ea3i nilon ph\u1ea3i gi\u1ea3m nhi\u1ec7t ch\u1ee9 \u1ee7i l\u00e0 d\u00ednh ra b\u00e0n \u1ee7i x\u1ea5u m\u1eb7t b\u00e0n \u1ee7i \u0111\u00f3.,392067,5,20,1575235697,Phan Th\u1ecb M\u01a1
"M\u00ecnh \u0111\u1eb7t mua lo\u1ea1i b\u00e0n \u1ee7i n\u00e0y v\u00ec m\u1eb9 m\u00ecnh c\u00f3 1 c\u00e1i y chang. D\u00f9ng t\u1eeb th\u1eddi m\u00ecnh c\u00f2n b\u00e9, \u0111\u1ebfn gi\u1edd v\u1eabn r\u1ea5t t\u1ed1t. Nh\u01b0ng khi m\u00ecnh nh\u1eadn h\u00e0ng v\u00e0 d\u00f9ng th\u00ec g\u0103m \u0111i\u1ec7n kh\u00f4ng s\u00e1ng \u0111\u00e8n. m\u00ecnh li\u00ean h\u1ec7 b\u00ean h\u1ed5 tr\u1ee3 c\u1ee7a tiki \u0111\u1ec3 \u0111\u1ed5i h\u00e0ng r\u1ed3i nh\u01b0ng \u0111\u1ebfn nay \u0111\u00e3 5 ng\u00e0y h\u00e0ng v\u1ec1 v\u1edbi tiki m\u00e0 m\u00ecnh kh\u00f4ng nh\u1eadn \u0111\u01b0\u1ee3c 1 t\u00edn hi\u1ec7u g\u00ec c\u1ee7a tiki c\u1ea3. M\u00ecnh \u0111ang \u0111\u1ee3i h\u00e0ng, n\u1ebfu h\u1ebft h\u00e0ng vui l\u00f2ng ho\u00e0n ti\u1ec1n l\u1ea1i cho m\u00ecnh.\n\u0110\u00e2y kh\u00f4ng ph\u1ea3i l\u1ea7n \u0111\u1ea7u m\u00ecnh mua h\u00e0ng \u0111i\u1ec7n t\u1eed b\u00ean tiki, nh\u01b0ng l\u1ea7n n\u00e0y h\u1ebft s\u1ee9c phi\u1ec1n l\u00f2ng v\u00e0 th\u1ea5t v\u1ecdng.",392067,1,21,1545273920,Nguy\u1ec5n Th\u1ecb Kim \u00c1nh
"M\u00e1y h\u00fat m\u1ea1nh, d\u1ec5 v\u1ec7 sinh. V\u1ec1 v\u1ea5n \u0111\u1ec1 m\u00e0n l\u1ecdc c\u00e1c ki\u1ec3u th\u00ec kh\u00f4ng r\u00f5 nh\u01b0ng h\u00fat c\u00e1c lo\u1ea1i v\u1eadt c\u1eb7n nh\u00ecn th\u1ea5y \u0111\u01b0\u1ee3c kh\u00e1 t\u1ed1t...m\u00ecnh c\u00f3 h\u00fat n\u1ec7m sofa th\u1ea5y h\u00fat \u0111\u01b0\u1ee3c kh\u00e1c nhi\u1ec1u b\u1ee5i m\u1ecbn.",19577942,4,32,1599731269,\u0110\u1eb7ng V\u0103n Th\u1ee9c
kh\u00f4ng h\u00e0i l\u00f2ng v\u1edbi s\u1ea3n ph\u1ea9m.l\u00fac m\u1edbi mua v\u1ec1 th\u00ec h\u00fat c\u0169ng th\u1ea5y kh\u1ecfe nh\u01b0ng sau m\u1ed9t l\u1ea7n h\u1ebft pin s\u1ea1c th\u00ec kh\u00f4ng hi\u1ec3u sao h\u00fat y\u1ebfu \u0111\u1ebfn c\u1ea3 c\u00e1c con mu\u1ed7i nh\u1ecf m\u00e0 h\u00fat c\u0169ng c\u1ea3m th\u1ea5y kh\u00f3 kh\u0103n.,19577942,1,33,1595414934,L\u00ea V\u0103n
m\u00ecnh nh\u1eadn v\u00e0 s\u1eed d\u1ee5ng th\u1ea5y c\u0169ng \u1ed5n v\u00e0 h\u1ee3p v\u1edbi gi\u00e1 ti\u1ec1n. nh\u01b0ng m\u00ecnh th\u1eafc m\u1eafc sao khg h\u01b0\u1edbng d\u1eabn c\u1ea9n th\u1eadn m\u1ed9t ch\u00fat. v\u00ec khg bi\u1ebft \u0111\u1ea7y r\u00e1c trong ng\u0103n th\u00ec th\u00e1o ra v\u1ec7 sinh ra sao.,19577942,5,34,1601618025,Oanh Tran
"Giao h\u00e0ng nhanh h\u01a1n d\u1ef1 ki\u1ebfn, ph\u1ee5 ki\u1ec7n \u0111\u1ea7y \u0111\u1ee7. M\u00e1y c\u1ea7m ch\u1eafc tay, d\u1ec5 s\u1eed d\u1ee5ng, ph\u00f9 h\u1ee3p h\u00fat b\u1ee5i nh\u1eb9 nh\u00e0ng th\u00f4i ch\u1ee9 kh\u00f4ng ph\u1ea3i ki\u1ec3u h\u00fat b\u1ee5i s\u00e0n nh\u00e0. T\u1ea7m gi\u00e1 nh\u01b0 v\u1eady l\u00e0 t\u1ed1t r\u1ed3i !!",19577942,5,35,1589526635,Tr\u1ea7n Nguy\u1ec5n H\u1ed3ng Nhung
M\u00ecnh nh\u1eadn h\u00e0ng ng\u00e0y 02\/3 d\u00f9ng \u0111c \u0111\u1ebfn cu\u1ed1i th\u00e1ng 3 th\u00ec c\u00f4ng t\u1eafc t\u1eaft m\u1edf ch\u1eadp ch\u1eddn m\u1edf l\u00ean l\u00fac \u0111\u01b0\u1ee3c l\u00fac kh\u00f4ng v\u00e0 c\u00f3 l\u00fac \u0111\u01b0\u1ee3c r\u1ed3i l\u1ea1i b\u1ecb t\u1eaft lu\u00f4n. C\u00f3 b\u1ea3o h\u00e0nh cho m\u00ecnh \u0111\u01b0\u1ee3c kh\u00f4ng?,19577942,3,36,1585751405,Thu
"M\u00e1y nh\u1eb9 thu\u1eadn ti\u1ec7n c\u1ea7m di chuy\u1ec3n h\u00fat b\u1ee5i gi\u00e1 k\u1ec7, m\u1eb7t ph\u1eb3ng c\u1ee7a \u0111\u1ed3 \u0111\u1ea1c sau khi s\u1ea1c \u0111i\u1ec7n. Ti\u1ebfng \u1ed3n c\u0169ng v\u1eeba,m\u00e1y ko n\u00f3ng trong kho\u1ea3ng 30p s\u1eed d\u1ee5ng. M\u1edbi d\u00f9ng 3,4 l\u01b0\u1ee3t h\u00fat th\u1ea5y \u1ed5n",19577942,5,37,1587009041,Nguyen trang
"M\u00ecnh m\u1edbi mua ch\u01b0a \u0111\u01b0\u1ee3c 1 th\u00e1ng v\u00e0 \u0111\u00e2y l\u00e0 l\u1ea7n s\u1ea1c pin th\u1ee9 3 ,nh\u01b0ng v\u1eeba c\u1eafm s\u1ea1c l\u00e0 adapter ch\u00e1y li\u1ec1n , kh\u00f4ng s\u00e1ng \u0111\u00e8n . C\u00f3 \u0111\u01b0\u1ee3c b\u1ea3o h\u00e0nh kh\u00f4ng \u1ea1",19577942,1,38,1601470851,Thu H\u01b0\u01a1ng
"\u0110\u00e3 nh\u1eadn m\u00e1y. Tiki \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn, m\u00e1y h\u00fat tay d\u00f9ng \u0111c. Tuy nhi\u00ean so v\u1edbi gi\u00e1 th\u00e0nh th\u00ec ko t\u01b0\u01a1ng x\u1ee9ng l\u1eafm.  S\u1ea3n ph\u1ea9m c\u00f3 b\u1ec1n hay kh\u00f4ng c\u00f2n ph\u1ee5 thu\u1ed9c v\u00e0o th\u1eddi gian.",19577942,4,39,1581482459,\u0110\u1ed7 Duy\u00ean
"M\u00ecnh v\u1eeba nh\u1eadn \u0111\u01b0\u1ee3c m\u00e1y l\u1ea5y ra test th\u1eed m\u00e1y kh\u00f4ng ch\u1ea1y, m\u00ecnh \u0111\u00e3 c\u1eafm s\u1ea1c v\u00e0 hi\u1ec7n \u0111\u00e8n xanh r\u1ed3i nh\u01b0ng m\u00e1y v\u1eabn kh\u00f4ng ho\u1ea1t \u0111\u1ed9ng.\nNh\u1edd Tiki h\u1ed7 tr\u1ee3 x\u1eed l\u00fd \u0111\u01a1n h\u00e0ng gi\u00fap m\u00ecnh",19577942,2,40,1597760723,Yan Thanh
H\u00fat b\u1ee5i \u0111\u01b0\u1ee3c 2 l\u1ea7n + 2 l\u1ea7n x\u1ea1c nghe \u00e2m thanh v\u1eadn h\u00e0nh c\u1ee7a motor qu\u1ea1t h\u00fat nh\u01b0 m\u00f2n thau m\u1ed7i khi b\u1ea5m off (stop) ch\u1eafc l\u00e0 kh\u00f4 hay quay qu\u00e1 nhanh qu\u00e1 s\u1ee9c ch\u1ecbu \u0111\u1ef1ng c\u1ee7a b\u1ea1c thau (?),19577942,3,41,1597137183,Pham Thai
"TIKI: GIao h\u00e0ng t\u1ed1t, \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn\nS\u1ea3n ph\u1ea9m: D\u1ec5 s\u1eed d\u1ee5ng, c\u00f3 k\u1ebft n\u1ed1i WIFI, h\u1eb9n gi\u1edd t\u1ef1 \u0111\u1ed9ng.\nHi v\u1ecdng b\u00ean TIKI s\u1ebd cung c\u1ea5p l\u1ed7i khi c\u1ea7n thay th\u1ebf.\nL\u01b0\u1eddi up h\u00ecnh, nh\u01b0 h\u00e0ng nh\u01b0 h\u00ecnh",4980313,5,51,1589283517,Tr\u1ea7n \u0110\u1ec9nh H\u1ea3i
Mua \u0111\u1ec3 s\u1eed d\u1ee5ng trong c\u00f4ng ty n\u00ean ch\u1ee9c n\u0103ng h\u1eb9n gi\u1edd b\u1eadt v\u00e0 t\u1eaft r\u1ea5t ti\u1ec7n l\u1ee3i. H\u00ecnh th\u1ee9c \u0111\u1eb9p d\u1ec5 k\u1ebft h\u1ee3p v\u1edbi n\u1ed9i th\u1ea5t. V\u00ec l\u00e0 kh\u00f4ng kh\u00ed n\u00ean c\u0169ng kh\u00f3 x\u00e1c \u0111\u1ecbnh ch\u1ea1y t\u1ed1t hay kh\u00f4ng,4980313,4,52,1587383272,Nguy\u1ec5n B\u00edch Th\u1ee7y
"Tiki giao h\u00e0ng nhanh ch\u00f3ng. S\u1ea3n ph\u1ea9m m\u1edbi, ch\u1ea1y \u00eam kh\u00f4ng \u1ed3n \u1edf ch\u1ebf \u0111\u1ed9 b\u00ecnh th\u01b0\u1eddng. M\u00ecnh r\u1ea5t h\u00e0i l\u00f2ng sau khi d\u00f9ng th\u1eed m\u1ed9t th\u00e1ng, kh\u00f4ng kh\u00ed trong ph\u00f2ng \u00edt b\u1ee5i h\u01a1n nhi\u1ec1u.",4980313,5,53,1575108677,\u0110\u1eb7ng Huy T\u00e2n
Ch\u00e0o Shop ! Sao m\u00ecnh d\u00f9ng m\u00e1y l\u1ecdc kh\u00f4ng kh\u00ed n\u00e0y c\u00f9ng v\u1edbi m\u00e1y t\u1ea1o \u0111\u1ed9 \u1ea9m th\u00ec l\u00fac n\u00e0o c\u0169ng b\u00e1o \u0111\u1ecf th\u1ebf n\u00e0y th\u00ec sao \u1ea1 ?? M\u00e1y c\u00f3 v\u1ea5n \u0111\u1ec1 g\u00ec ko th\u01b0a shop !,4980313,2,54,1592232265,Nguy\u1ec5n Minh
"Ban \u0111\u1ea7u t\u01b0\u1edfng shop giao thi\u1ebfu d\u00e2y ngu\u1ed3n, nh\u01b0ng xem m\u1edf n\u1eafp sau m\u00e1y ra m\u1edbi th\u1ea5y shop k\u1ef9 qu\u00e1 b\u1ecf b\u00ean trong... Thanks shop, s\u1ea3n ph\u1ea9m \u0111\u1eb9p, m\u00e1y r\u1ea5t \u00eam.",4980313,5,55,1595417918,H\u1ed3 Danh
Giao h\u00e0ng nhanh tr\u01b0a t6 \u0111at mua tr\u01b0a t7 \u0111\u00e3 nh\u1eadn \u0111c h\u00e0ng. \u0110\u00f3ng g\u00f3i c\u1ea9n th\u1eadn. M\u00e1y l\u1ecdc ho\u1ea1t \u0111\u1ed9ng t\u1ed1t. C\u1ea3m \u01a1n tiki - shipee c\u1ea3 nh\u00e0 sx xiaomi,4980313,5,56,1602774427,Tr\u1ea7n Th\u1ea1nh
"S\u1ea3n ph\u1ea9m ho\u00e0n thi\u1ec7n \u0111\u1eb9p, m\u00e0n h\u00ecnh hi\u1ec3n th\u1ecb c\u00e1c ch\u1ec9 s\u1ed1 PM2,5; nhi\u1ec7t \u0111\u1ed9, \u0111\u1ed9 \u1ea9m r\u00f5 r\u00e0ng.\nK\u00edch th\u01b0\u1edbc h\u01a1i to, C\u00f3 th\u1ec3 do c\u00f4ng su\u1ea5t m\u00e1y l\u1edbn 500m3\/h.\nTiki giao h\u00e0ng nhanh so v\u1edbi d\u1ef1 ki\u1ebfn.",4980313,5,57,1570412358,Nguy\u1ec5n Ph\u01b0\u01a1ng
"M\u1edbi mua, s\u1ea3n ph\u1ea9m m\u1eabu m\u00e3 \u0111\u1eb9p.\nTiki giao h\u00e0ng nhanh.\nSau khi s\u1eed d\u1ee5ng 1 th\u1eddi gian s\u1ebd \u0111\u00e1nh gi\u00e1 ch\u1ea5t l\u01b0\u1ee3ng.\nLink m\u1edf h\u1ed9p: https:\/\/youtu.be\/I9tWfWpMBPE",4980313,5,58,1591959735,Ph\u1ea1m \u0110\u1ee9c Ch\u00ed Thi\u1ec7n
"S\u1ea3n ph\u1ea9m m\u1eabu m\u00e3 \u0111\u1eb9p, s\u1eed d\u1ee5ng app mi home \u0111i\u1ec1u khi\u1ec3n d\u1ec5 d\u00e0ng v\u00e0 ti\u1ec7n l\u1ee3i. Sau hai ng\u00e0y s\u1eed d\u1ee5ng th\u1ea5y ch\u1ea5t l\u01b0\u1ee3ng kk trong nh\u00e0 c\u1ea3i thi\u1ec7n r\u00f5 r\u1ec7t.",4980313,5,59,1582898424,Tr\u1ea7n Thanh T\u00f9ng
M\u00e1y v\u1eabn ho\u1ea1t \u0111\u1ed9ng b\u00ecnh th\u01b0\u1eddng nh\u01b0ng sao m\u00e0n h\u00ecnh k\u00e8 ko hi\u1ec3n th\u1ecb n\u1eefa? M\u1ed7i l\u1ea7n mu\u1ed1n xem ch\u1ec9 s\u1ed1 l\u00e0 ph\u1ea3i \u1ea5n n\u00fat start \u0111\u1ec3 xem? Tiki c\u00f3 h\u1ed7 tr\u1ee3 x\u1eed l\u00fd ko?,4980313,4,60,1573986645,Greg Le
